"marker"	"OBO.Ontology.ID"	"species"	"times"	"cell_ID"	"gene_description"	"original_celltype.MSigDB"	"original_celltype.PanglaoDB"	"original_celltype.CellMarker"	"original_celltype.GeneMarkeR"	"original_celltype.Azimuth"	"original_celltype.ASCTB"
"MYO9B"	"immature neutrophil"	"Human"	1	"CL:0000776"	"myosin IXB "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"MYOF"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"myoferlin "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"MYOM2"	"natural killer cell"	"Human"	1	"CL:0000623"	"myomesin 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"MYT1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"myelin transcription factor 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"MYZAP"	"platelet"	"Human"	1	"CL:0000233"	"myocardial zonula adherens protein "	"PLATELET"	NA	NA	NA	NA	NA
"MZB1"	"B cell"	"Human"	2	"CL:0000236"	"marginal zone B and B1 cell specific protein "	NA	"B cells"	NA	"B cell"	NA	NA
"MZB1"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"marginal zone B and B1 cell specific protein "	"MULTILYMPHOID PROGENITOR"	NA	NA	NA	NA	NA
"MZB1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"marginal zone B and B1 cell specific protein "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"MZB1"	"lymphocyte of B lineage"	"Human"	1	"CL:0000945"	"marginal zone B and B1 cell specific protein "	NA	NA	NA	NA	NA	"B lineage"
"MZB1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"marginal zone B and B1 cell specific protein "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"MZB1"	"plasma cell"	"Human"	4	"CL:0000786"	"marginal zone B and B1 cell specific protein "	"PLASMA CELL"	"Plasma cells"	NA	NA	"Plasma cell"	"plasma cell"
"MZB1"	"plasmablast"	"Human"	1	"CL:0000980"	"marginal zone B and B1 cell specific protein "	NA	NA	NA	NA	"Plasmablast"	NA
"MZB1"	"plasmacytoid dendritic cell"	"Human"	2	"CL:0000784"	"marginal zone B and B1 cell specific protein "	NA	"Plasmacytoid dendritic cells"	NA	NA	"Plasmacytoid Dendritic Cell"	NA
"MZT1"	"pro-B cell"	"Human"	1	"CL:0000826"	"mitotic spindle organizing protein 1 "	"PRO B"	NA	NA	NA	NA	NA
"MZT2B"	"eosinophil"	"Human"	1	"CL:0000771"	"mitotic spindle organizing protein 2B "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"N4BP2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NEDD4 binding protein 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"N4BP2"	"pro-B cell"	"Human"	1	"CL:0000826"	"NEDD4 binding protein 2 "	"PRO B"	NA	NA	NA	NA	NA
"N4BP2L1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NEDD4 binding protein 2 like 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"N4BP2L2"	"naive T cell"	"Human"	1	"CL:0000898"	"NEDD4 binding protein 2 like 2 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"N4BP3"	"pro-B cell"	"Human"	1	"CL:0000826"	"NEDD4 binding protein 3 "	"PRO B"	NA	NA	NA	NA	NA
"N6AMT1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"N-6 adenine-specific DNA methyltransferase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAA38"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"N-alpha-acetyltransferase 38, NatC auxiliary subunit "	"CD34 POS MKP"	NA	NA	NA	NA	NA
"NAA38"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"N-alpha-acetyltransferase 38, NatC auxiliary subunit "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"NAA50"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"N-alpha-acetyltransferase 50, NatE catalytic subunit "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAAA"	"dendritic cell"	"Human"	1	"CL:0000451"	"N-acylethanolamine acid amidase "	NA	"Dendritic cells"	NA	NA	NA	NA
"NAAA"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"N-acylethanolamine acid amidase "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NAAA"	"macrophage"	"Human"	1	"CL:0000235"	"N-acylethanolamine acid amidase "	NA	"Macrophages"	NA	NA	NA	NA
"NAAA"	"monocyte"	"Human"	2	"CL:0000576"	"N-acylethanolamine acid amidase "	"MONOCYTE"	"Monocytes"	NA	NA	NA	NA
"NAALADL1"	"natural killer cell"	"Human"	1	"CL:0000623"	"N-acetylated alpha-linked acidic dipeptidase like 1 "	"NK CELLS"	NA	NA	NA	NA	NA
"NACA"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"nascent polypeptide associated complex subunit alpha "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"NACA"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"nascent polypeptide associated complex subunit alpha "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"NADK"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NAD kinase "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NADK2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NAD kinase 2, mitochondrial "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAE1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NEDD8 activating enzyme E1 subunit 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAGA"	"neutrophil"	"Human"	1	"CL:0000775"	"alpha-N-acetylgalactosaminidase "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NAGK"	"monocyte"	"Human"	1	"CL:0000576"	"N-acetylglucosamine kinase "	"MONOCYTE"	NA	NA	NA	NA	NA
"NAIP"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NLR family apoptosis inhibitory protein "	NA	NA	"CD1C+_B dendritic cell"	NA	NA	NA
"NAIP"	"neutrophil"	"Human"	1	"CL:0000775"	"NLR family apoptosis inhibitory protein "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NAMPT"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"nicotinamide phosphoribosyltransferase "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NAMPT"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"nicotinamide phosphoribosyltransferase "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"NAMPT"	"immature neutrophil"	"Human"	1	"CL:0000776"	"nicotinamide phosphoribosyltransferase "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"NANP"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"N-acetylneuraminic acid phosphatase "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAP1L1"	"CD14-low, CD16-positive monocyte"	"Human"	1	"CL:0002396"	"nucleosome assembly protein 1 like 1 "	NA	NA	NA	NA	"CD16+ Monocyte"	NA
"NAP1L1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"nucleosome assembly protein 1 like 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NAP1L1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"nucleosome assembly protein 1 like 1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"NAP1L1"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"nucleosome assembly protein 1 like 1 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"NAP1L1"	"monocyte"	"Human"	1	"CL:0000576"	"nucleosome assembly protein 1 like 1 "	"MONOCYTE"	NA	NA	NA	NA	NA
"NAP1L3"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"nucleosome assembly protein 1 like 3 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"NAP1L4"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"nucleosome assembly protein 1 like 4 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAPRT"	"monocyte"	"Human"	1	"CL:0000576"	"nicotinate phosphoribosyltransferase "	"MONOCYTE"	NA	NA	NA	NA	NA
"NAPSA"	"dendritic cell"	"Human"	1	"CL:0000451"	"napsin A aspartic peptidase "	NA	"Dendritic cells"	NA	NA	NA	NA
"NAPSA"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"napsin A aspartic peptidase "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"NARF"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"nuclear prelamin A recognition factor "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NARS1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"asparaginyl-tRNA synthetase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NASP"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"nuclear autoantigenic sperm protein "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAT10"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"N-acetyltransferase 10 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NAV1"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"neuron navigator 1 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"NAV1"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"neuron navigator 1 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"NBAS"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NBAS subunit of NRZ tethering complex "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NBEAL1"	"naive T cell"	"Human"	1	"CL:0000898"	"neurobeachin like 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"NBEAL2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"neurobeachin like 2 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NCALD"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"neurocalcin delta "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"NCALD"	"natural killer cell"	"Human"	1	"CL:0000623"	"neurocalcin delta "	"NK CELLS"	NA	NA	NA	NA	NA
"NCAM1"	"CD16-negative, CD56-bright natural killer cell, human"	"Human"	1	"CL:0000938"	"neural cell adhesion molecule 1 "	NA	NA	NA	NA	"Natural Killer CD56+"	NA
"NCAM1"	"CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000625"	"neural cell adhesion molecule 1 "	NA	NA	"CD8+ T cell"	NA	NA	NA
"NCAM1"	"innate lymphoid cell"	"Human"	1	"CL:0001065"	"neural cell adhesion molecule 1 "	NA	NA	"Lymphoid cell"	NA	NA	NA
"NCAM1"	"mature NK T cell"	"Human"	1	"CL:0000814"	"neural cell adhesion molecule 1 "	NA	"Natural killer T cells"	NA	NA	NA	NA
"NCAM1"	"natural killer cell"	"Human"	2	"CL:0000623"	"neural cell adhesion molecule 1 "	"NK CELLS"	NA	"Natural killer cell"	NA	NA	NA
"NCAPD2"	"pro-B cell"	"Human"	1	"CL:0000826"	"non-SMC condensin I complex subunit D2 "	"PRO B"	NA	NA	NA	NA	NA
"NCAPD3"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"non-SMC condensin II complex subunit D3 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NCAPG"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"non-SMC condensin I complex subunit G "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NCAPG2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"non-SMC condensin II complex subunit G2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NCAPH"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"non-SMC condensin I complex subunit H "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NCAPH2"	"pro-B cell"	"Human"	1	"CL:0000826"	"non-SMC condensin II complex subunit H2 "	"PRO B"	NA	NA	NA	NA	NA
"NCEH1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"neutral cholesterol ester hydrolase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NCEH1"	"macrophage"	"Human"	1	"CL:0000235"	"neutral cholesterol ester hydrolase 1 "	NA	"Macrophages"	NA	NA	NA	NA
"NCEH1"	"mast cell"	"Human"	1	"CL:0000097"	"neutral cholesterol ester hydrolase 1 "	NA	"Mast cells"	NA	NA	NA	NA
"NCF1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"neutrophil cytosolic factor 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"NCF1"	"neutrophil"	"Human"	3	"CL:0000775"	"neutrophil cytosolic factor 1 "	"NEUTROPHIL"	"Neutrophils"	NA	"neutrophil"	NA	NA
"NCF2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"neutrophil cytosolic factor 2 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NCF2"	"neutrophil"	"Human"	1	"CL:0000775"	"neutrophil cytosolic factor 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NCF4"	"neutrophil"	"Human"	1	"CL:0000775"	"neutrophil cytosolic factor 4 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NCKAP1L"	"macrophage"	"Human"	1	"CL:0000235"	"NCK associated protein 1 like "	NA	NA	NA	"macrophage"	NA	NA
"NCL"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"nucleolin "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NCL"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"nucleolin "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"NCL"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"nucleolin "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"NCMAP-DT"	"naive T cell"	"Human"	1	"CL:0000898"	"NCMAP divergent transcript "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"NCOA3"	"follicular B cell"	"Human"	1	"CL:0000843"	"nuclear receptor coactivator 3 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"NCOA4"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"nuclear receptor coactivator 4 "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"NCOA4"	"platelet"	"Human"	2	"CL:0000233"	"nuclear receptor coactivator 4 "	"PLATELET"	"Platelets"	NA	NA	NA	NA
"NCOA7"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"nuclear receptor coactivator 7 "	"MULTILYMPHOID PROGENITOR"	NA	NA	NA	NA	NA
"NCOR2"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"nuclear receptor corepressor 2 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"NCR1"	"natural killer cell"	"Human"	3	"CL:0000623"	"natural cytotoxicity triggering receptor 1 "	"NK CELLS"	"NK cells"	NA	"natural killer cell"	NA	NA
"NCR3"	"effector CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0001050"	"natural cytotoxicity triggering receptor 3 "	NA	NA	NA	NA	"CD8+ Effector Memory T_6"	NA
"NCR3"	"mucosal invariant T cell"	"Human"	1	"CL:0000940"	"natural cytotoxicity triggering receptor 3 "	NA	NA	NA	NA	"Mucosal associated invariant T"	NA
"NCR3"	"natural killer cell"	"Human"	3	"CL:0000623"	"natural cytotoxicity triggering receptor 3 "	"NK CELLS"	"NK cells"	NA	"natural killer cell"	NA	NA
"NCS1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"neuronal calcium sensor 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDC80"	"pro-B cell"	"Human"	1	"CL:0000826"	"NDC80 kinetochore complex component "	"PRO B"	NA	NA	NA	NA	NA
"NDFIP1"	"naive T cell"	"Human"	1	"CL:0000898"	"Nedd4 family interacting protein 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"NDRG2"	"CD141-positive myeloid dendritic cell"	"Human"	2	"CL:0002394"	"NDRG family member 2 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	"Conventional Dendritic Cell 1"	NA
"NDRG2"	"CD1c-positive myeloid dendritic cell"	"Human"	1	"CL:0002399"	"NDRG family member 2 "	NA	NA	NA	NA	"Conventional Dendritic Cell 2"	NA
"NDRG2"	"dendritic cell"	"Human"	1	"CL:0000451"	"NDRG family member 2 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"NDST2"	"mast cell"	"Human"	1	"CL:0000097"	"N-deacetylase and N-sulfotransferase 2 "	NA	"Mast cells"	NA	NA	NA	NA
"NDUFA10"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit A10 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFA11"	"neutrophil"	"Human"	1	"CL:0000775"	"NADH:ubiquinone oxidoreductase subunit A11 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NDUFA2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit A2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFA3"	"eosinophil"	"Human"	1	"CL:0000771"	"NADH:ubiquinone oxidoreductase subunit A3 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"NDUFA4"	"pro-B cell"	"Human"	1	"CL:0000826"	"NDUFA4 mitochondrial complex associated "	"PRO B"	NA	NA	NA	NA	NA
"NDUFA6"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit A6 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFA8"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit A8 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFA9"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit A9 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFAB1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit AB1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFAF2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase complex assembly factor 2 "	"EARLY ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFAF3"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase complex assembly factor 3 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFAF4"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase complex assembly factor 4 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFAF8"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase complex assembly factor 8 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFB1"	"neutrophil"	"Human"	1	"CL:0000775"	"NADH:ubiquinone oxidoreductase subunit B1 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NDUFB11"	"eosinophil"	"Human"	1	"CL:0000771"	"NADH:ubiquinone oxidoreductase subunit B11 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"NDUFB2"	"natural killer cell"	"Human"	1	"CL:0000623"	"NADH:ubiquinone oxidoreductase subunit B2 "	"NK CELLS"	NA	NA	NA	NA	NA
"NDUFB3"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NADH:ubiquinone oxidoreductase subunit B3 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NDUFB3"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit B3 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFB5"	"neutrophil"	"Human"	1	"CL:0000775"	"NADH:ubiquinone oxidoreductase subunit B5 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NDUFB6"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit B6 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFB7"	"natural killer cell"	"Human"	1	"CL:0000623"	"NADH:ubiquinone oxidoreductase subunit B7 "	"NK CELLS"	NA	NA	NA	NA	NA
"NDUFB9"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit B9 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFB9"	"myeloid cell"	"Human"	1	"CL:0000763"	"NADH:ubiquinone oxidoreductase subunit B9 "	NA	NA	NA	"myeloid cell"	NA	NA
"NDUFC1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit C1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFC2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit C2 "	"EARLY ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFS1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase core subunit S1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFS3"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase core subunit S3 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFS5"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit S5 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFS6"	"eosinophil"	"Human"	1	"CL:0000771"	"NADH:ubiquinone oxidoreductase subunit S6 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"NDUFS7"	"neutrophil"	"Human"	1	"CL:0000775"	"NADH:ubiquinone oxidoreductase core subunit S7 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"NDUFS8"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase core subunit S8 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFV1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase core subunit V1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFV2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase core subunit V2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NDUFV3"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NADH:ubiquinone oxidoreductase subunit V3 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NEAT1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"nuclear paraspeckle assembly transcript 1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"NEAT1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"nuclear paraspeckle assembly transcript 1 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"NEAT1"	"immature neutrophil"	"Human"	1	"CL:0000776"	"nuclear paraspeckle assembly transcript 1 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"NEAT1"	"monocyte"	"Human"	1	"CL:0000576"	"nuclear paraspeckle assembly transcript 1 "	NA	NA	NA	NA	"Monocyte"	NA
"NECAB1"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"N-terminal EF-hand calcium binding protein 1 "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"NECAP2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NECAP endocytosis associated 2 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"NECTIN1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"nectin cell adhesion molecule 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NEDD4L"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NEDD4 like E3 ubiquitin protein ligase "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NEFL"	"naive T cell"	"Human"	1	"CL:0000898"	"neurofilament light chain "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"NEGR1"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"neuronal growth regulator 1 "	"MULTILYMPHOID PROGENITOR"	NA	NA	NA	NA	NA
"NEGR1"	"early lymphoid progenitor"	"Human"	1	"CL:0000936"	"neuronal growth regulator 1 "	"CD34 POS LMPP"	NA	NA	NA	NA	NA
"NEIL1"	"precursor B cell"	"Human"	1	"CL:0000817"	"nei like DNA glycosylase 1 "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"NEK1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NIMA related kinase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NEK2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"NIMA related kinase 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NEK8"	"dendritic cell"	"Human"	1	"CL:0000451"	"NIMA related kinase 8 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"NEK8"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"NIMA related kinase 8 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"NELFCD"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"negative elongation factor complex member C/D "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"NELL2"	"CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000625"	"neural EGFL like 2 "	NA	NA	NA	NA	"CD8 T"	NA
"NELL2"	"CD8-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000909"	"neural EGFL like 2 "	NA	NA	NA	NA	"CD8+ Central Memory T"	NA
"NELL2"	"naive T cell"	"Human"	1	"CL:0000898"	"neural EGFL like 2 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"NEO1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"neogenin 1 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"NEO1"	"mast cell"	"Human"	1	"CL:0000097"	"neogenin 1 "	NA	"Mast cells"	NA	NA	NA	NA
"NET1"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"neuroepithelial cell transforming 1 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"NET1"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"neuroepithelial cell transforming 1 "	"CD34 POS ERP"	NA	NA	NA	NA	NA
"NET1"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"neuroepithelial cell transforming 1 "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"NEURL1"	"monocyte"	"Human"	1	"CL:0000576"	"neuralized E3 ubiquitin protein ligase 1 "	"MONOCYTE"	NA	NA	NA	NA	NA
