"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"RPS15A"	0	0.476769164451152	1	0.99	0	"1"	"RPS15A"
"RPLP2"	0	0.475242537150911	1	0.997	0	"1"	"RPLP2"
"CD3E.1"	0	0.474625715927994	0.767	0.472	0	"1"	"CD3E"
"RPL36.1"	0	0.468399710212846	0.999	0.976	0	"1"	"RPL36"
"RPL7"	0	0.432211595603563	0.999	0.972	0	"1"	"RPL7"
"RPS27.1"	0	0.423266671066852	1	0.997	0	"1"	"RPS27"
"CD7.1"	0	0.417262579732844	0.647	0.402	0	"1"	"CD7"
"RPS15"	0	0.408501161685884	1	0.997	0	"1"	"RPS15"
"RPL35A.1"	0	0.404918219852728	0.999	0.984	0	"1"	"RPL35A"
"RPS21.1"	0	0.404757066846307	0.947	0.817	0	"1"	"RPS21"
"RPS10"	0	0.401665987323569	0.96	0.887	0	"1"	"RPS10"
"RPS3A.1"	0	0.400192904629566	1	0.991	0	"1"	"RPS3A"
"RPS19"	0	0.400162383007387	1	0.998	0	"1"	"RPS19"
"RPS5.1"	0	0.398956110979016	0.999	0.977	0	"1"	"RPS5"
"RPL28.1"	0	0.38836043596964	1	0.995	0	"1"	"RPL28"
"RPS18"	0	0.383153190230431	1	0.999	0	"1"	"RPS18"
"RPL38.1"	0	0.380932240774113	0.932	0.801	0	"1"	"RPL38"
"RPL27.1"	0	0.36864868868736	0.987	0.927	0	"1"	"RPL27"
"EEF1B2"	0	0.368247953293367	0.949	0.844	0	"1"	"EEF1B2"
"RPS27A"	0	0.359036751866086	1	0.989	0	"1"	"RPS27A"
"RPL10A"	0	0.357069256004269	1	0.986	0	"1"	"RPL10A"
"RPL23A"	0	0.354555898568639	1	0.992	0	"1"	"RPL23A"
"RPS20"	0	0.349266148086213	0.995	0.956	0	"1"	"RPS20"
"RPL27A"	0	0.347463911913028	1	0.991	0	"1"	"RPL27A"
"RPL30"	0	0.346169962904312	0.999	0.98	0	"1"	"RPL30"
"RPS23.1"	0	0.345510687456377	1	0.989	0	"1"	"RPS23"
"RPS26.1"	0	0.338904497932349	0.983	0.931	0	"1"	"RPS26"
"RPS6.1"	0	0.334326875774284	1	0.999	0	"1"	"RPS6"
"RPL9.1"	0	0.315939509538508	0.999	0.986	0	"1"	"RPL9"
"RPL11"	0	0.304818416638018	1	0.998	0	"1"	"RPL11"
"RPL4.1"	0	0.301896204313104	0.994	0.949	0	"1"	"RPL4"
"RPL13.1"	0	0.300510316790503	1	1	0	"1"	"RPL13"
"TMSB10"	0	0.297892936221674	0.999	0.995	0	"1"	"TMSB10"
"RPL37.1"	0	0.287426160528555	0.982	0.91	0	"1"	"RPL37"
"RPS8"	0	0.284771872003737	0.999	0.992	0	"1"	"RPS8"
"RPL14.1"	0	0.283834502743884	0.999	0.983	0	"1"	"RPL14"
"RPL19"	0	0.283832811476153	1	0.998	0	"1"	"RPL19"
"RPL18"	0	0.281572883235559	1	0.994	0	"1"	"RPL18"
"RPL12"	0	0.279789840249286	1	0.994	0	"1"	"RPL12"
"RPL37A.1"	0	0.272987331650731	0.987	0.921	0	"1"	"RPL37A"
"RPL35.1"	0	0.272601481015015	0.998	0.977	0	"1"	"RPL35"
"RPL18A"	0	0.271125611367944	1	0.997	0	"1"	"RPL18A"
"UBA52"	0	0.257100358141875	0.992	0.967	0	"1"	"UBA52"
"B2M"	0	-0.266544834940131	1	0.998	0	"1"	"B2M"
"EIF1"	0	-0.408267719523165	0.939	0.959	0	"1"	"EIF1"
"SH3BGRL3.1"	0	-0.57655521742265	0.783	0.837	0	"1"	"SH3BGRL3"
"UBC"	0	-0.684244046589663	0.72	0.846	0	"1"	"UBC"
"FTH1"	0	-0.737556089090816	0.931	0.964	0	"1"	"FTH1"
"TAGLN2.1"	0	-0.858347542622339	0.31	0.499	0	"1"	"TAGLN2"
"GAPDH"	0	-0.876336850612599	0.623	0.762	0	"1"	"GAPDH"
"H3F3B"	0	-0.882279787021982	0.715	0.86	0	"1"	"H3F3B"
"CYBA.1"	0	-0.883669536477011	0.688	0.794	0	"1"	"CYBA"
"FOS.1"	0	-1.01111650537679	0.305	0.471	0	"1"	"FOS"
"CD63.1"	0	-1.03212242437574	0.09	0.27	0	"1"	"CD63"
"DUSP1.1"	0	-1.14198382422488	0.37	0.596	0	"1"	"DUSP1"
"SRGN.1"	0	-1.18297824429696	0.142	0.358	0	"1"	"SRGN"
"CD99.1"	0	-1.21497558247523	0.205	0.481	0	"1"	"CD99"
"ANXA1.1"	0	-1.38504252472919	0.087	0.337	0	"1"	"ANXA1"
"CLIC1.1"	0	-1.48734219977887	0.191	0.524	0	"1"	"CLIC1"
"S100A4.1"	0	-1.69230319169554	0.435	0.657	0	"1"	"S100A4"
"KLF6.1"	0	-1.70142253300217	0.065	0.369	0	"1"	"KLF6"
"HLA-DRB5.1"	0	-2.40299949530935	0.005	0.261	0	"1"	"HLA-DRB5"
"HLA-DPB1.1"	0	-2.56755470054928	0.049	0.305	0	"1"	"HLA-DPB1"
"HLA-DPA1.1"	0	-2.58915096844888	0.011	0.278	0	"1"	"HLA-DPA1"
"HLA-DRB1.1"	0	-3.24955115935427	0.008	0.317	0	"1"	"HLA-DRB1"
"CD74.1"	0	-3.43441795328262	0.236	0.538	0	"1"	"CD74"
"HLA-DRA.1"	0	-3.67952359920903	0.001	0.28	0	"1"	"HLA-DRA"
"NFKBIA.1"	2.5931443109607e-307	-0.985027613055031	0.218	0.39	8.48943584522315e-303	"1"	"NFKBIA"
"GSTP1.1"	1.34158723000111e-300	-0.988073738980352	0.252	0.411	4.39208827357765e-296	"1"	"GSTP1"
"HCST.1"	1.11348429631994e-299	0.280577761417133	0.678	0.455	3.64532488929221e-295	"1"	"HCST"
"OAZ1"	7.7741123685624e-298	-0.513898505933614	0.734	0.812	2.54508890721996e-293	"1"	"OAZ1"
"PPP1R15A.1"	5.7717393010997e-280	-0.816574454634275	0.149	0.314	1.88955201239402e-275	"1"	"PPP1R15A"
"RPL41.1"	5.48799258660267e-276	0.347856452875257	0.841	0.714	1.79665901300198e-271	"1"	"RPL41"
"CD37"	6.21474954028621e-263	-0.772381061292813	0.591	0.687	2.0345847044989e-258	"1"	"CD37"
"PRKCQ-AS1"	1.02342787110831e-251	0.574330177845396	0.297	0.162	3.35049816443438e-247	"1"	"PRKCQ-AS1"
"LEF1.1"	1.14729113757701e-251	0.465489348683621	0.274	0.136	3.75600172619961e-247	"1"	"LEF1"
"FXYD5"	6.12253362497077e-248	-0.464407600367256	0.713	0.785	2.00439505814293e-243	"1"	"FXYD5"
"EID1"	4.11392910920761e-247	-0.67327306405331	0.2	0.362	1.34681811177239e-242	"1"	"EID1"
"RNASET2.1"	1.4920407093285e-235	-0.714093126685806	0.227	0.379	4.88464287419964e-231	"1"	"RNASET2"
"HLA-A"	3.07106534953063e-230	-0.343328580433735	0.984	0.978	1.00540537412934e-225	"1"	"HLA-A"
"ARPC3.1"	3.13138793414127e-230	-0.520233449239912	0.536	0.644	1.02515378187917e-225	"1"	"ARPC3"
"DYNLL1.1"	1.2679628077365e-223	-0.667704812677109	0.125	0.268	4.15105663996775e-219	"1"	"DYNLL1"
"PFN1"	3.52435692817117e-215	-0.402099058574408	0.936	0.94	1.15380397114468e-210	"1"	"PFN1"
"EMP3.1"	1.53273275301374e-200	-0.567344560770465	0.46	0.581	5.01786048681637e-196	"1"	"EMP3"
"CRIP1.1"	1.84512471299861e-194	-0.77618633770966	0.197	0.323	6.04056928541486e-190	"1"	"CRIP1"
"MYL6.1"	2.15851119693273e-190	-0.484144880594868	0.648	0.719	7.06653395651836e-186	"1"	"MYL6"
"TMEM66.1"	6.12861049447256e-190	0.285214771942376	0.757	0.623	2.00638450368043e-185	"1"	"TMEM66"
"GZMM"	3.33858456530675e-187	0.335229408871163	0.408	0.253	1.09298581499012e-182	"1"	"GZMM"
"NUCB2"	6.80461988410236e-186	0.533743631581669	0.32	0.202	2.22769645765743e-181	"1"	"NUCB2"
"HSPB1"	5.43136531661782e-180	0.519738776520982	0.359	0.239	1.77812037735434e-175	"1"	"HSPB1"
"SAT1.1"	1.51257632788984e-178	-0.847135341098593	0.155	0.279	4.95187238224575e-174	"1"	"SAT1"
"ARPC2"	5.4235062009654e-174	-0.491143803115444	0.503	0.609	1.77554746007205e-169	"1"	"ARPC2"
"HMGB1"	4.62785454098183e-170	-0.50450510121199	0.407	0.519	1.51506701962663e-165	"1"	"HMGB1"
"TALDO1.1"	8.16535806823785e-166	-0.640845080839733	0.135	0.251	2.67317492437971e-161	"1"	"TALDO1"
"LEPROTL1.1"	1.52514594936061e-161	0.430875376999732	0.308	0.192	4.99302280901678e-157	"1"	"LEPROTL1"
"ITGB2"	1.8716778750259e-158	-0.669160897354309	0.223	0.337	6.12749902725979e-154	"1"	"ITGB2"
"CD53"	1.24913822881557e-156	-0.555459518848098	0.287	0.407	4.08942873349643e-152	"1"	"CD53"
"NPM1.1"	8.13323859442781e-153	0.250501568118453	0.875	0.756	2.66265965104378e-148	"1"	"NPM1"
"PPP1CA"	5.81416242116035e-152	-0.536184935615307	0.262	0.386	1.90344049343948e-147	"1"	"PPP1CA"
"TSPO.1"	5.99499342779432e-151	-0.686585928090784	0.282	0.401	1.96264094839131e-146	"1"	"TSPO"
"HLA-C"	4.09503848198447e-144	-0.27437339960346	0.974	0.959	1.34063369823208e-139	"1"	"HLA-C"
"GYPC.1"	7.66944376762061e-144	0.34480569166096	0.607	0.487	2.51082250064363e-139	"1"	"GYPC"
"TUBA1B.1"	7.69963627222781e-142	-0.548407523082572	0.219	0.338	2.52070692280194e-137	"1"	"TUBA1B"
"SEC61B.1"	7.89180423258336e-142	-0.507607804080181	0.163	0.279	2.58361886966314e-137	"1"	"SEC61B"
"RPL23.1"	7.98131856646166e-142	0.263259603170656	0.863	0.752	2.61292407228822e-137	"1"	"RPL23"
"ARL6IP5"	4.64783475642329e-137	-0.505167289174601	0.177	0.292	1.52160814255786e-132	"1"	"ARL6IP5"
"FLT3LG.1"	4.49236931382661e-136	0.344949249459887	0.295	0.183	1.47071186596055e-131	"1"	"FLT3LG"
"RAC1"	3.61047507598072e-133	-0.539966798445167	0.195	0.309	1.18199733037457e-128	"1"	"RAC1"
"NDFIP1.1"	2.5539548078857e-132	0.418680883716745	0.324	0.219	8.36113725005619e-128	"1"	"NDFIP1"
"LSP1"	7.114294100059e-129	-0.494781039215552	0.422	0.513	2.32907760247732e-124	"1"	"LSP1"
"GSTK1"	1.0719317103833e-128	-0.543674685627187	0.301	0.41	3.50929003345284e-124	"1"	"GSTK1"
"ARF1"	1.01877648881579e-127	-0.479026746105295	0.185	0.297	3.33527046908513e-123	"1"	"ARF1"
"PIK3IP1.1"	1.41348850775753e-126	0.321515330809082	0.325	0.211	4.6274786766966e-122	"1"	"PIK3IP1"
"H1FX"	5.3807070975544e-124	-0.557052839688324	0.163	0.267	1.76153588959736e-119	"1"	"H1FX"
"ZFP36"	3.65098939298716e-123	-0.5807645314119	0.336	0.433	1.19526090747614e-118	"1"	"ZFP36"
"FTL"	1.3602396392298e-120	-0.415367125432846	0.972	0.974	4.45315253091051e-116	"1"	"FTL"
"VAMP8.1"	2.04356776984623e-118	-0.479780348127955	0.328	0.43	6.69023216492259e-114	"1"	"VAMP8"
"LDHA"	4.66744950808009e-117	-0.449240151877136	0.242	0.351	1.52802961995526e-112	"1"	"LDHA"
"PPIB"	5.99366174405521e-115	-0.466764871221405	0.232	0.34	1.9622049817688e-110	"1"	"PPIB"
"RHOG"	8.85427643939235e-112	-0.469348947682202	0.172	0.273	2.89871302072827e-107	"1"	"RHOG"
"RHOA"	9.35969295931107e-112	-0.423290655793483	0.231	0.341	3.06417628101926e-107	"1"	"RHOA"
"CFL1"	2.31441033429824e-111	-0.283435683822376	0.872	0.887	7.57691655242559e-107	"1"	"CFL1"
"ACTB"	6.23732869439413e-111	-0.34096756908136	0.981	0.976	2.04197666797075e-106	"1"	"ACTB"
"PSMA7"	1.0353797439104e-110	-0.443414289811838	0.398	0.497	3.38962620561388e-106	"1"	"PSMA7"
"C6orf48.1"	9.74346968725092e-110	0.294500378096188	0.62	0.495	3.18981710621221e-105	"1"	"C6orf48"
"TMEM59"	2.53669604896969e-108	-0.415418353471676	0.214	0.32	8.30463552511696e-104	"1"	"TMEM59"
"PLAC8.1"	4.63517248393399e-108	-0.65232267901114	0.18	0.272	1.51746276779031e-103	"1"	"PLAC8"
"TMBIM6"	1.24927105535667e-105	-0.43814276089527	0.26	0.364	4.08986358102667e-101	"1"	"TMBIM6"
"ACTG1"	1.72604520218801e-103	-0.36695624598517	0.787	0.784	5.65072678292311e-99	"1"	"ACTG1"
"SNX3"	2.24313947149951e-103	-0.441648021824466	0.212	0.313	7.34359000179511e-99	"1"	"SNX3"
"GPX1.1"	9.90443483004102e-99	-0.74582402832552	0.278	0.355	3.24251387465883e-94	"1"	"GPX1"
"C12orf57"	6.35678245485438e-95	0.338744013987827	0.44	0.348	2.08108344007023e-90	"1"	"C12orf57"
"UBB.1"	9.07033007673452e-92	-0.269218057172547	0.745	0.768	2.96944466052135e-87	"1"	"UBB"
"MYL12B"	4.26322359218131e-91	-0.35591385432526	0.466	0.551	1.39569413960832e-86	"1"	"MYL12B"
"TSC22D3.1"	4.60763234789883e-90	-0.484749206977244	0.392	0.472	1.50844667805512e-85	"1"	"TSC22D3"
"COPE"	6.71193432004889e-90	-0.394405584063095	0.29	0.389	2.1973530576976e-85	"1"	"COPE"
"PSMB3.1"	1.0205116650425e-88	-0.398730554567998	0.216	0.311	3.34095108901613e-84	"1"	"PSMB3"
"COMMD6.1"	4.61094753846741e-88	0.254386736404979	0.714	0.608	1.50953200514346e-83	"1"	"COMMD6"
"CHCHD2"	4.77171778094065e-88	-0.305380951780304	0.553	0.615	1.56216496712435e-83	"1"	"CHCHD2"
"UXT"	1.27642048955352e-87	0.304434479270555	0.54	0.445	4.17874539870031e-83	"1"	"UXT"
"TUBA1A"	8.04197960876482e-87	-0.422537103000839	0.212	0.302	2.63278328431743e-82	"1"	"TUBA1A"
"AIF1"	1.16652178448435e-86	-0.259752711220994	0.296	0.187	3.81895901804487e-82	"1"	"AIF1"
"SH3BGRL"	8.97990620503865e-85	-0.367994582839033	0.163	0.25	2.93984169340555e-80	"1"	"SH3BGRL"
"ARHGDIA"	1.29642019429004e-84	-0.438603515477481	0.181	0.264	4.24422043206674e-80	"1"	"ARHGDIA"
"CSNK2B"	1.9284686235874e-84	-0.359542615070468	0.196	0.289	6.31342057990042e-80	"1"	"CSNK2B"
"RBM39.1"	1.49776891454307e-83	-0.388370272206777	0.185	0.273	4.9033958724311e-79	"1"	"RBM39"
"EIF4A1"	4.78701335272075e-83	-0.361075959970144	0.429	0.5	1.56717243141372e-78	"1"	"EIF4A1"
"PSME1"	7.52930002693401e-78	-0.297154512495296	0.564	0.631	2.46494224281766e-73	"1"	"PSME1"
"BST2.1"	1.62377295396391e-77	-0.378491501588463	0.202	0.288	5.31590789668704e-73	"1"	"BST2"
"JUN"	4.59914177518191e-77	-0.435966542553391	0.561	0.611	1.50566703435905e-72	"1"	"JUN"
"COX6C.1"	2.44094639604131e-76	0.301323400078101	0.476	0.394	7.99117031136004e-72	"1"	"COX6C"
"SNRPD2"	1.14766365301536e-75	0.253648526267217	0.662	0.574	3.75722126724167e-71	"1"	"SNRPD2"
"PLP2"	1.65521131366553e-75	-0.44090739970479	0.201	0.28	5.4188307986782e-71	"1"	"PLP2"
"TPI1"	7.27083165272344e-75	-0.354925796198498	0.338	0.424	2.3803248664686e-70	"1"	"TPI1"
"SUB1.1"	1.00535380205615e-73	-0.343055033267872	0.176	0.259	3.29132727717142e-69	"1"	"SUB1"
"SNHG8"	2.40353717714875e-73	0.296170882582404	0.394	0.304	7.86870001054958e-69	"1"	"SNHG8"
"PRMT2"	8.43661262668979e-72	0.317301035130021	0.262	0.189	2.7619782417257e-67	"1"	"PRMT2"
"PSMB9.1"	1.09083695456885e-71	-0.409249333290279	0.237	0.316	3.5711820218675e-67	"1"	"PSMB9"
"PKM.1"	3.93587461226763e-71	-0.413921252056627	0.238	0.316	1.28852663056418e-66	"1"	"PKM"
"YWHAB"	6.46172890411254e-69	-0.352919236947024	0.283	0.367	2.11544080862836e-64	"1"	"YWHAB"
"DDX5.1"	3.23252256647331e-68	-0.300476511689372	0.732	0.763	1.05826323781203e-63	"1"	"DDX5"
"C9orf142.1"	1.17058873838043e-67	0.272246240404279	0.307	0.23	3.83227341170985e-63	"1"	"C9orf142"
"VIM"	3.84848646315266e-64	-0.42695690161906	0.595	0.61	1.25991749830692e-59	"1"	"VIM"
"SCAND1"	6.38060828722057e-64	-0.345585576598979	0.262	0.345	2.08888354107027e-59	"1"	"SCAND1"
"PRELID1"	5.38196316194123e-63	-0.369275757863056	0.222	0.299	1.76194709995632e-58	"1"	"PRELID1"
"HLA-E"	7.87124833292458e-63	-0.278201630800051	0.738	0.761	2.57688927923285e-58	"1"	"HLA-E"
"COTL1.1"	1.05964410542983e-62	-0.486269394557575	0.309	0.367	3.46906287235617e-58	"1"	"COTL1"
"SRSF2"	2.37776269792272e-62	-0.323744325730372	0.182	0.258	7.78431952045941e-58	"1"	"SRSF2"
"TRA2B.1"	8.80591478644549e-61	-0.304629123481131	0.185	0.261	2.88288038278653e-56	"1"	"TRA2B"
"H2AFZ"	1.16484408454888e-59	-0.329562435421792	0.212	0.288	3.81346656399613e-55	"1"	"H2AFZ"
"ICAM3"	1.61845583391135e-59	-0.312164890764681	0.329	0.407	5.29850070905896e-55	"1"	"ICAM3"
"SRSF7"	2.41988207250995e-59	-0.342138060239105	0.238	0.314	7.92220992898306e-55	"1"	"SRSF7"
"LTB.1"	7.56692622863111e-59	-0.452966076030938	0.87	0.735	2.47726030872925e-54	"1"	"LTB"
"SUMO2"	2.26553065396129e-58	-0.297534918707501	0.346	0.418	7.41689425493848e-54	"1"	"SUMO2"
"PTPRCAP"	4.2345632677201e-57	-0.296684738776874	0.692	0.708	1.38631132258621e-52	"1"	"PTPRCAP"
"DBI.1"	1.93106514793228e-56	-0.352482321996589	0.184	0.253	6.32192108130071e-52	"1"	"DBI"
"LAMTOR1"	3.90745201045955e-56	-0.299527539774691	0.204	0.279	1.27922163918425e-51	"1"	"LAMTOR1"
"ATP5B"	2.62899199659295e-55	-0.278728847997817	0.217	0.293	8.606793998446e-51	"1"	"ATP5B"
"VPS28"	5.82658246482562e-55	-0.304476969709535	0.231	0.307	1.90750656733461e-50	"1"	"VPS28"
"ENO1"	6.15234734258763e-55	-0.310624823245327	0.385	0.446	2.01415547301634e-50	"1"	"ENO1"
"PNRC1"	1.0078494318498e-54	-0.267295854256439	0.425	0.499	3.29949746998988e-50	"1"	"PNRC1"
"SRSF3"	1.0194897540284e-54	-0.305938792222972	0.276	0.352	3.33760555673817e-50	"1"	"SRSF3"
"GABARAPL2"	1.04198214596251e-54	-0.295068743639292	0.207	0.281	3.41124114945207e-50	"1"	"GABARAPL2"
"S1PR4.1"	3.84138953250964e-54	-0.38215838885138	0.201	0.264	1.25759410515301e-49	"1"	"S1PR4"
"ZFP36L2.1"	7.41270447620103e-54	-0.365335082257326	0.366	0.431	2.42677119141869e-49	"1"	"ZFP36L2"
"SNRPB"	2.38908844009659e-53	-0.297006410549738	0.251	0.325	7.82139773518821e-49	"1"	"SNRPB"
"RBM3"	1.13873745615625e-52	-0.272441717192279	0.382	0.45	3.72799868396432e-48	"1"	"RBM3"
"SF3B5"	2.01286984314993e-52	-0.291079802909189	0.347	0.421	6.58973329250425e-48	"1"	"SF3B5"
"COX5A.1"	1.10786446629152e-51	-0.290404428968027	0.232	0.303	3.62692668974519e-47	"1"	"COX5A"
"LAPTM5"	1.46770822496796e-51	-0.32345084023382	0.454	0.516	4.80498318690009e-47	"1"	"LAPTM5"
"FBL"	1.55796011417867e-51	0.26297904702567	0.386	0.322	5.10044982179813e-47	"1"	"FBL"
"AP2M1"	2.24248412320812e-51	-0.287751136155408	0.191	0.26	7.34144452255873e-47	"1"	"AP2M1"
"PSMB10"	5.34334693195622e-51	-0.345347050941197	0.196	0.258	1.74930491858383e-46	"1"	"PSMB10"
"U2AF1"	1.2815676179987e-48	-0.288457994257942	0.24	0.311	4.19559606780414e-44	"1"	"U2AF1"
"SEPT7"	1.38045984829785e-48	-0.299430396965679	0.265	0.334	4.51934945135749e-44	"1"	"SEPT7"
"TMEM219"	4.56125472299431e-47	-0.28954916902016	0.195	0.261	1.49326357121388e-42	"1"	"TMEM219"
"NDUFB7.1"	2.89959495515735e-45	-0.26068395346041	0.189	0.256	9.49269396419413e-41	"1"	"NDUFB7"
"CALM1"	1.55847037885381e-43	-0.342852472853965	0.538	0.558	5.10212032629159e-39	"1"	"CALM1"
"DAZAP2"	3.55110459888465e-43	-0.270910483792514	0.191	0.253	1.16256062358286e-38	"1"	"DAZAP2"
"TUBB"	1.62855296568915e-42	-0.263584795569821	0.187	0.25	5.33155669907315e-38	"1"	"TUBB"
"MT-ND5.1"	2.997204106503e-42	-0.284138425665376	0.425	0.475	9.81224680386951e-38	"1"	"MT-ND5"
"HNRNPK.1"	4.30559056888994e-42	-0.273000854977206	0.3	0.365	1.40956424044319e-37	"1"	"HNRNPK"
"UCP2.1"	1.2659635508348e-41	-0.327663557370362	0.327	0.383	4.14451147272295e-37	"1"	"UCP2"
"PRDX5"	2.39017221897998e-41	-0.256485763313637	0.219	0.283	7.82494581049667e-37	"1"	"PRDX5"
"PRR13"	2.86708122249727e-41	-0.254343742436733	0.362	0.426	9.38625050621156e-37	"1"	"PRR13"
"S100A6.1"	1.83290394042305e-40	-0.514867612196582	0.638	0.635	6.000560920157e-36	"1"	"S100A6"
"BRK1"	2.03314633376171e-40	-0.257510814275177	0.278	0.343	6.65611446746908e-36	"1"	"BRK1"
"CCNI.1"	2.52907301119285e-39	-0.254971108029966	0.4	0.458	8.27967922404314e-35	"1"	"CCNI"
"ERP29"	2.91677656068027e-39	-0.254234572679499	0.452	0.508	9.54894310435508e-35	"1"	"ERP29"
"POLD4"	3.98038763143002e-39	-0.296107056745867	0.259	0.319	1.30309930277756e-34	"1"	"POLD4"
"CD44.1"	5.46569948858972e-39	-0.287184260980678	0.23	0.288	1.7893606985745e-34	"1"	"CD44"
"MT-ND3.1"	2.20461894467806e-38	-0.320899035920306	0.211	0.266	7.21748150108704e-34	"1"	"MT-ND3"
"TPM3"	2.85271680178743e-38	-0.250450043037229	0.294	0.356	9.33922426569167e-34	"1"	"TPM3"
"ACTR3"	2.743982774525e-37	-0.276646696865543	0.195	0.25	8.98325080723994e-33	"1"	"ACTR3"
"IL2RG"	4.61856460652292e-36	-0.311669210269807	0.36	0.401	1.51202568088347e-31	"1"	"IL2RG"
"ARPC1B.1"	1.54815618381106e-33	-0.283643263214307	0.512	0.55	5.06835371456066e-29	"1"	"ARPC1B"
"SNHG7"	3.44998607492296e-32	-0.391288216380357	0.319	0.351	1.12945644120828e-27	"1"	"SNHG7"
"PSME2.1"	1.33571187931264e-31	-0.255558965536915	0.351	0.406	4.37285355049373e-27	"1"	"PSME2"
"CALM2"	1.89104374289997e-31	-0.280170197959247	0.318	0.372	6.19089900550593e-27	"1"	"CALM2"
"LAMTOR4"	3.5947526289094e-31	-0.277608277919546	0.386	0.44	1.17685011565236e-26	"1"	"LAMTOR4"
"LY6E"	1.14269698374389e-29	-0.262924527741121	0.382	0.428	3.74096138538076e-25	"1"	"LY6E"
"TXNIP.1"	1.23988018156791e-24	-0.261614254578356	0.517	0.54	4.05911973841703e-20	"1"	"TXNIP"
"S100A10.1"	7.8291773226287e-24	-0.424247534187967	0.45	0.45	2.56311607188218e-19	"1"	"S100A10"
"IER2.1"	5.98701782062646e-20	-0.264036875498971	0.612	0.635	1.96002989411669e-15	"1"	"IER2"
"IL32.1"	1.89081995348946e-19	-0.536268916138447	0.598	0.424	6.19016636373379e-15	"1"	"IL32"
"IFITM2.1"	5.58195204192596e-11	-0.321254300344132	0.542	0.539	1.82741945948572e-06	"1"	"IFITM2"
"IL32.2"	0	2.07101241190754	0.88	0.384	0	"2"	"IL32"
"AQP3"	0	1.38296536671861	0.353	0.09	0	"2"	"AQP3"
"ANXA2"	0	1.29567156822977	0.363	0.109	0	"2"	"ANXA2"
"GSTK1.1"	0	1.07382149254239	0.594	0.355	0	"2"	"GSTK1"
"S100A10.2"	0	1.05391169576637	0.698	0.408	0	"2"	"S100A10"
"VIM.1"	0	1.01810019894363	0.81	0.573	0	"2"	"VIM"
"S100A4.2"	0	1.00902202047186	0.905	0.567	0	"2"	"S100A4"
"TRADD"	0	0.998991115643477	0.326	0.139	0	"2"	"TRADD"
"CORO1B"	0	0.950326003491405	0.308	0.142	0	"2"	"CORO1B"
"SIT1"	0	0.941480022125995	0.287	0.109	0	"2"	"SIT1"
"DOK2"	0	0.940720256188727	0.302	0.124	0	"2"	"DOK2"
"CD2.1"	0	0.939653508819947	0.428	0.207	0	"2"	"CD2"
"COTL1.2"	0	0.901664920608488	0.565	0.321	0	"2"	"COTL1"
"CD99.2"	0	0.896792868540617	0.623	0.398	0	"2"	"CD99"
"SH3BGRL3.2"	0	0.892503012450073	0.942	0.808	0	"2"	"SH3BGRL3"
"PLP2.1"	0	0.860483639703226	0.412	0.241	0	"2"	"PLP2"
"LGALS1"	0	0.808168073349744	0.347	0.176	0	"2"	"LGALS1"
"JUNB.1"	0	0.803333791420826	0.933	0.774	0	"2"	"JUNB"
"GAPDH.1"	0	0.78602368368732	0.888	0.711	0	"2"	"GAPDH"
"ACTB.1"	0	0.758391856805411	0.994	0.974	0	"2"	"ACTB"
"PKM.2"	0	0.751365937060271	0.447	0.277	0	"2"	"PKM"
"DUSP1.2"	0	0.738835669197282	0.704	0.53	0	"2"	"DUSP1"
"IER2.2"	0	0.737309972803046	0.764	0.608	0	"2"	"IER2"
"LTB.2"	0	0.735929283933185	0.935	0.73	0	"2"	"LTB"
"HLA-A.1"	0	0.735310968310854	0.996	0.976	0	"2"	"HLA-A"
"UBC.1"	0	0.73200877080119	0.917	0.807	0	"2"	"UBC"
"ARPC1B.2"	0	0.724849406812476	0.679	0.52	0	"2"	"ARPC1B"
"LAT.1"	0	0.722964833590541	0.429	0.244	0	"2"	"LAT"
"AES.1"	0	0.719887756716695	0.691	0.515	0	"2"	"AES"
"S100A11"	0	0.715084735834656	0.325	0.157	0	"2"	"S100A11"
"IL2RG.1"	0	0.705653770635055	0.541	0.368	0	"2"	"IL2RG"
"CD3D.2"	0	0.700220943501475	0.767	0.483	0	"2"	"CD3D"
"FXYD5.1"	0	0.695750121029426	0.882	0.753	0	"2"	"FXYD5"
"CD3E.2"	0	0.690267904719622	0.773	0.484	0	"2"	"CD3E"
"EVL.1"	0	0.689922211122286	0.632	0.45	0	"2"	"EVL"
"ACTG1.1"	0	0.684507344363027	0.875	0.769	0	"2"	"ACTG1"
"LCK.1"	0	0.682573000691294	0.535	0.34	0	"2"	"LCK"
"PFN1.1"	0	0.665351167880149	0.982	0.932	0	"2"	"PFN1"
"HSPA8.1"	0	0.640022781138621	0.667	0.524	0	"2"	"HSPA8"
"B2M.1"	0	0.639373455927752	1	0.998	0	"2"	"B2M"
"EMP3.2"	0	0.612771718915447	0.683	0.538	0	"2"	"EMP3"
"CORO1A.1"	0	0.577254181619123	0.832	0.725	0	"2"	"CORO1A"
"HLA-C.1"	0	0.550084258358659	0.992	0.957	0	"2"	"HLA-C"
"ARHGDIB.1"	0	0.534025613281639	0.927	0.875	0	"2"	"ARHGDIB"
"CD52.1"	0	0.522321106665425	0.915	0.788	0	"2"	"CD52"
"HLA-B"	0	0.518299187054872	0.999	0.99	0	"2"	"HLA-B"
